AthleteCode,PrintName,FamilyName,GivenName,GenderCode,OrganisationCode,DisciplineCode,EventEntry,event_count,Id_x,CHI_Description_x,Id_y,CHI_Description_y
GARWS0055222,李娜,李娜,,2,JIS,GAR,[{'EventCode': 'GARWTEAM----U14-------------------'}],1,GAR,体操,JIS,江苏
GARWS0055230,罗欣悦,罗欣悦,,2,JIS,GAR,[{'EventCode': 'GARWTEAM----U14-------------------'}],1,GAR,体操,JIS,江苏
GARWS0055231,马若涵,马若涵,,2,JIS,GAR,[{'EventCode': 'GARWTEAM----U14-------------------'}],1,GAR,体操,JIS,江苏
GARWS0055238,唐芸熙,唐芸熙,,2,JIS,GAR,[{'EventCode': 'GARWTEAM----U14-------------------'}],1,GAR,体操,JIS,江苏
GARWS0055271,周玉瑛,周玉瑛,,2,JIS,GAR,[{'EventCode': 'GARWTEAM----U14-------------------'}],1,GAR,体操,JIS,江苏
GARWS0055272,左彤,左彤,,2,JIS,GAR,"[{'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",5,GAR,体操,JIS,江苏
GARWS0063552,陈妍菲,陈妍菲,,2,ZHJ,GAR,"[{'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",6,GAR,体操,ZHJ,浙江
GARWS0063575,管晨辰,管晨辰,,2,ZHJ,GAR,"[{'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}, {'EventCode': 'GARMTEAM--------------------------'}]",6,GAR,体操,ZHJ,浙江
GARWS0063591,黄卓凡,黄卓凡,,2,ZHJ,GAR,"[{'EventCode': 'GARWTEAM----U14-------------------'}, {'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",7,GAR,体操,ZHJ,浙江
GARWS0063596,金孝轩,金孝轩,,2,ZHJ,GAR,[{'EventCode': 'GARWTEAM----U14-------------------'}],1,GAR,体操,ZHJ,浙江
GARWS0063598,黎琪,黎琪,,2,ZHJ,GAR,"[{'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",6,GAR,体操,ZHJ,浙江
GARWS0063621,罗欢,罗欢,,2,ZHJ,GAR,"[{'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",6,GAR,体操,ZHJ,浙江
GARWS0063625,蒙尚蓉,蒙尚蓉,,2,ZHJ,GAR,"[{'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",6,GAR,体操,ZHJ,浙江
GARWS0063665,吴思涵,吴思涵,,2,ZHJ,GAR,[{'EventCode': 'GARWTEAM----U14-------------------'}],1,GAR,体操,ZHJ,浙江
GARWS0063678,杨佳敏,杨佳敏,,2,ZHJ,GAR,[{'EventCode': 'GARWTEAM----U14-------------------'}],1,GAR,体操,ZHJ,浙江
GARWS0063701,张清颖,张清颖,,2,ZHJ,GAR,"[{'EventCode': 'GARWTEAM----U14-------------------'}, {'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",7,GAR,体操,ZHJ,浙江
GARWS0063705,张欣怡,张欣怡,,2,ZHJ,GAR,"[{'EventCode': 'GARWTEAM----U14-------------------'}, {'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",7,GAR,体操,ZHJ,浙江
GARWS0066892,何骊澄,何骊澄,,2,ANH,GAR,"[{'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",6,GAR,体操,ANH,安徽
GARWS0066897,金彬洁,金彬洁,,2,ANH,GAR,"[{'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",6,GAR,体操,ANH,安徽
GARWS0066911,秦梦然,秦梦然,,2,ANH,GAR,"[{'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",6,GAR,体操,ANH,安徽
GARWS0066931,吴洪平,吴洪平,,2,ANH,GAR,"[{'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",6,GAR,体操,ANH,安徽
GARWS0066935,向露露,向露露,,2,ANH,GAR,"[{'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",6,GAR,体操,ANH,安徽
GARWS0066943,岳悦,岳悦,,2,ANH,GAR,"[{'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",6,GAR,体操,ANH,安徽
GARWS0070127,程诗怡,程诗怡,,2,FUJ,GAR,"[{'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",6,GAR,体操,FUJ,福建
GARWS0070132,林子桓,林子桓,,2,FUJ,GAR,"[{'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",6,GAR,体操,FUJ,福建
GARWS0070133,刘思蓓,刘思蓓,,2,FUJ,GAR,"[{'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",6,GAR,体操,FUJ,福建
GARWS0070136,邱祺缘,邱祺缘,,2,FUJ,GAR,"[{'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",6,GAR,体操,FUJ,福建
GARWS0070139,汤佳颍,汤佳颍,,2,FUJ,GAR,"[{'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",6,GAR,体操,FUJ,福建
GARWS0070141,王静,王静,,2,FUJ,GAR,"[{'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",6,GAR,体操,FUJ,福建
GARWS0070144,虞琳敏,虞琳敏,,2,FUJ,GAR,"[{'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",6,GAR,体操,FUJ,福建
GARWS0073766,邓娅兰,邓娅兰,,2,JIX,GAR,"[{'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",5,GAR,体操,JIX,江西
GARWS0074012,叶丹丹,叶丹丹,,2,JIX,GAR,"[{'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",5,GAR,体操,JIX,江西
GARWS0086792,宫玉涵,宫玉涵,,2,SHD,GAR,"[{'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",5,GAR,体操,SHD,山东
GARWS0086867,刘雯楠,刘雯楠,,2,SHD,GAR,[{'EventCode': 'GARWTEAM----U14-------------------'}],1,GAR,体操,SHD,山东
GARWS0086953,王慧琴,王慧琴,,2,SHD,GAR,[{'EventCode': 'GARWTEAM----U14-------------------'}],1,GAR,体操,SHD,山东
GARWS0087014,杨静熙,杨静熙,,2,SHD,GAR,[{'EventCode': 'GARWTEAM----U14-------------------'}],1,GAR,体操,SHD,山东
GARWS0087060,张婷,张婷,,2,SHD,GAR,[{'EventCode': 'GARWTEAM----U14-------------------'}],1,GAR,体操,SHD,山东
GARWS0100034,陈柳静,陈柳静,,2,HEN,GAR,"[{'EventCode': 'GARWTEAM----U14-------------------'}, {'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",7,GAR,体操,HEN,河南
GARWS0100038,陈武茜,陈武茜,,2,HEN,GAR,[{'EventCode': 'GARWTEAM----U14-------------------'}],1,GAR,体操,HEN,河南
GARWS0100073,孔繁凡,孔繁凡,,2,HEN,GAR,"[{'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",6,GAR,体操,HEN,河南
GARWS0100087,刘丹琳,刘丹琳,,2,HEN,GAR,"[{'EventCode': 'GARWTEAM----U14-------------------'}, {'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",7,GAR,体操,HEN,河南
GARWS0100089,刘津茹,刘津茹,,2,HEN,GAR,"[{'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",6,GAR,体操,HEN,河南
GARWS0100094,刘雅晖,刘雅晖,,2,HEN,GAR,"[{'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",6,GAR,体操,HEN,河南
GARWS0100101,芦玉菲,芦玉菲,,2,HEN,GAR,"[{'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",6,GAR,体操,HEN,河南
GARWS0100137,王紫漩,王紫漩,,2,HEN,GAR,[{'EventCode': 'GARWTEAM----U14-------------------'}],1,GAR,体操,HEN,河南
GARWS0100168,张婉宁,张婉宁,,2,HEN,GAR,"[{'EventCode': 'GARWTEAM----U14-------------------'}, {'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",7,GAR,体操,HEN,河南
GARWS0100172,张怡涵,张怡涵,,2,HEN,GAR,[{'EventCode': 'GARWTEAM----U14-------------------'}],1,GAR,体操,HEN,河南
GARWS0103978,陈欣怡,陈欣怡,,2,HUB,GAR,"[{'EventCode': 'GARWTEAM----U14-------------------'}, {'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",7,GAR,体操,HUB,湖北
GARWS0104007,范庆如,范庆如,,2,HUB,GAR,[{'EventCode': 'GARWTEAM----U14-------------------'}],1,GAR,体操,HUB,湖北
GARWS0104019,郭芳廷,郭芳廷,,2,HUB,GAR,"[{'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",6,GAR,体操,HUB,湖北
GARWS0104048,康佳美,康佳美,,2,HUB,GAR,"[{'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",6,GAR,体操,HUB,湖北
GARWS0104077,凌上云,凌上云,,2,HUB,GAR,[{'EventCode': 'GARWTEAM----U14-------------------'}],1,GAR,体操,HUB,湖北
GARWS0104083,刘杰瑜,刘杰瑜,,2,HUB,GAR,"[{'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",6,GAR,体操,HUB,湖北
GARWS0104102,龙俐媛,龙俐媛,,2,HUB,GAR,[{'EventCode': 'GARWTEAM----U14-------------------'}],1,GAR,体操,HUB,湖北
GARWS0104134,商春松,商春松,,2,HUB,GAR,"[{'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",6,GAR,体操,HUB,湖北
GARWS0104259,张素卿,张素卿,,2,HUB,GAR,"[{'EventCode': 'GARWTEAM----U14-------------------'}, {'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",7,GAR,体操,HUB,湖北
GARWS0104271,赵佳怡,赵佳怡,,2,HUB,GAR,"[{'EventCode': 'GARWTEAM----U14-------------------'}, {'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",7,GAR,体操,HUB,湖北
GARWS0110683,陈小青,陈小青,,2,HUN,GAR,"[{'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",6,GAR,体操,HUN,湖南
GARWS0110714,胡霖和兴,胡霖和兴,,2,HUN,GAR,"[{'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",6,GAR,体操,HUN,湖南
GARWS0110776,刘紫萱,刘紫萱,,2,HUN,GAR,"[{'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",5,GAR,体操,HUN,湖南
GARWS0110785,吕君靓,吕君靓,,2,HUN,GAR,"[{'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",6,GAR,体操,HUN,湖南
GARWS0110802,彭何缘,彭何缘,,2,HUN,GAR,"[{'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",6,GAR,体操,HUN,湖南
GARWS0110812,钱学佳,钱学佳,,2,HUN,GAR,"[{'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",6,GAR,体操,HUN,湖南
GARWS0110911,张祺,张祺,,2,HUN,GAR,"[{'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",6,GAR,体操,HUN,湖南
GARWS0110921,周雅琴,周雅琴,,2,HUN,GAR,"[{'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",6,GAR,体操,HUN,湖南
GARWS0120212,毕青青,毕青青,,2,GUD,GAR,"[{'EventCode': 'GARWTEAM----U14-------------------'}, {'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",7,GAR,体操,GUD,广东
GARWS0120223,陈一乐,陈一乐,,2,GUD,GAR,"[{'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",5,GAR,体操,GUD,广东
GARWS0120241,何佳琳,何佳琳,,2,GUD,GAR,[{'EventCode': 'GARWTEAM----U14-------------------'}],1,GAR,体操,GUD,广东
GARWS0120250,胡嘉菲,胡嘉菲,,2,GUD,GAR,[{'EventCode': 'GARWTEAM----U14-------------------'}],1,GAR,体操,GUD,广东
GARWS0120305,林佳桐,林佳桐,,2,GUD,GAR,[{'EventCode': 'GARWTEAM----U14-------------------'}],1,GAR,体操,GUD,广东
GARWS0120320,刘婷婷,刘婷婷,,2,GUD,GAR,"[{'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",6,GAR,体操,GUD,广东
GARWS0120323,刘馨宇,刘馨宇,,2,GUD,GAR,"[{'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",6,GAR,体操,GUD,广东
GARWS0120329,罗蕊,罗蕊,,2,GUD,GAR,"[{'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",6,GAR,体操,GUD,广东
GARWS0120336,欧钰珊,欧钰珊,,2,GUD,GAR,"[{'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",6,GAR,体操,GUD,广东
GARWS0120344,彭子金,彭子金,,2,GUD,GAR,[{'EventCode': 'GARWTEAM----U14-------------------'}],1,GAR,体操,GUD,广东
GARWS0120354,孙欣怡,孙欣怡,,2,GUD,GAR,"[{'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",6,GAR,体操,GUD,广东
GARWS0120374,吴然,吴然,,2,GUD,GAR,"[{'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",6,GAR,体操,GUD,广东
GARWS0120428,周恺琳,周恺琳,,2,GUD,GAR,[{'EventCode': 'GARWTEAM----U14-------------------'}],1,GAR,体操,GUD,广东
GARWS0127162,宾胜男,宾胜男,,2,GUX,GAR,"[{'EventCode': 'GARWTEAM----U14-------------------'}, {'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",7,GAR,体操,GUX,广西
GARWS0127202,黄丽侨,黄丽侨,,2,GUX,GAR,[{'EventCode': 'GARWTEAM----U14-------------------'}],1,GAR,体操,GUX,广西
GARWS0127233,黎雯,黎雯,,2,GUX,GAR,[{'EventCode': 'GARWTEAM----U14-------------------'}],1,GAR,体操,GUX,广西
GARWS0127239,李皓圆,李皓圆,,2,GUX,GAR,"[{'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",6,GAR,体操,GUX,广西
GARWS0127258,梁迪诗,梁迪诗,,2,GUX,GAR,"[{'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",6,GAR,体操,GUX,广西
GARWS0127274,廖新宇,廖新宇,,2,GUX,GAR,"[{'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",6,GAR,体操,GUX,广西
GARWS0127275,廖燕利,廖燕利,,2,GUX,GAR,[{'EventCode': 'GARWTEAM----U14-------------------'}],1,GAR,体操,GUX,广西
GARWS0127293,刘泳杰,刘泳杰,,2,GUX,GAR,"[{'EventCode': 'GARWTEAM----U14-------------------'}, {'EventCode': 'GARWTEAM--------------------------'}, {'EventCode': 'GARW1AA---------------------------'}, {'EventCode': 'GARW1APVT-------------------------'}, {'EventCode': 'GARW1APUB-------------------------'}, {'EventCode': 'GARW1APBB-------------------------'}, {'EventCode': 'GARW1APFX-------------------------'}]",7,GAR,体操,GUX,广西
